headers
504,patrat,normal,,45,55,39,35,39,42,5,116
505,watchog,normal,,60,85,69,60,69,77,11,270
506,lillipup,normal,,45,60,45,25,45,55,4,41
507,herdier,normal,,65,80,65,35,65,60,9,147
508,stoutland,normal,,85,110,90,45,90,80,12,610
509,purrloin,dark,,41,50,37,50,37,66,4,101
510,liepard,dark,,64,88,50,88,50,106,11,375
511,pansage,grass,,50,53,48,53,48,64,6,105
512,simisage,grass,,75,98,63,98,63,101,11,305
513,pansear,fire,,50,53,48,53,48,64,6,110
514,simisear,fire,,75,98,63,98,63,101,10,280
515,panpour,water,,50,53,48,53,48,64,6,135
516,simipour,water,,75,98,63,98,63,101,10,290
517,munna,psychic,,76,25,45,67,55,24,6,233
518,musharna,psychic,,116,55,85,107,95,29,11,605
519,pidove,normal,flying,50,55,50,36,30,43,3,21
520,tranquill,normal,flying,62,77,62,50,42,65,6,150
521,unfezant,normal,flying,80,115,80,65,55,93,12,290
522,blitzle,electric,,45,60,32,50,32,76,8,298
523,zebstrika,electric,,75,100,63,80,63,116,16,795
524,roggenrola,rock,,55,75,85,25,25,15,4,180
525,boldore,rock,,70,105,105,50,40,20,9,1020
526,gigalith,rock,,85,135,130,60,80,25,17,2600
527,woobat,psychic,flying,55,45,43,55,43,72,4,21
528,swoobat,psychic,flying,67,57,55,77,55,114,9,105
529,drilbur,ground,,60,85,40,30,45,68,3,85
530,excadrill,ground,steel,110,135,60,50,65,88,7,404
531,audino,normal,,103,60,86,60,86,50,11,310
532,timburr,fighting,,75,80,55,25,35,35,6,125
533,gurdurr,fighting,,85,105,85,40,50,40,12,400
534,conkeldurr,fighting,,105,140,95,55,65,45,14,870
535,tympole,water,,50,50,40,50,40,64,5,45
536,palpitoad,water,ground,75,65,55,65,55,69,8,170
537,seismitoad,water,ground,105,95,75,85,75,74,15,620
538,throh,fighting,,120,100,85,30,85,45,13,555
539,sawk,fighting,,75,125,75,30,75,85,14,510
540,sewaddle,bug,grass,45,53,70,40,60,42,3,25
541,swadloon,bug,grass,55,63,90,50,80,42,5,73
542,leavanny,bug,grass,75,103,80,70,80,92,12,205
543,venipede,bug,poison,30,45,59,30,39,57,4,53
544,whirlipede,bug,poison,40,55,99,40,79,47,12,585
545,scolipede,bug,poison,60,100,89,55,69,112,25,2005
546,cottonee,grass,fairy,40,27,60,37,50,66,3,6
547,whimsicott,grass,fairy,60,67,85,77,75,116,7,66
548,petilil,grass,,45,35,50,70,50,30,5,66
549,lilligant,grass,,70,60,75,110,75,90,11,163
550,basculin,water,,70,92,65,80,55,98,10,180
551,sandile,ground,dark,50,72,35,35,35,65,7,152
552,krokorok,ground,dark,60,82,45,45,45,74,10,334
553,krookodile,ground,dark,95,117,80,65,70,92,15,963
554,darumaka,fire,,70,90,45,15,45,50,6,375
555,darmanitan,fire,,105,140,55,30,55,95,13,929
556,maractus,grass,,75,86,67,106,67,60,10,280
557,dwebble,bug,rock,50,65,85,35,35,55,3,145
558,crustle,bug,rock,70,95,125,65,75,45,14,2000
559,scraggy,dark,fighting,50,75,70,35,70,48,6,118
560,scrafty,dark,fighting,65,90,115,45,115,58,11,300
561,sigilyph,psychic,flying,72,58,80,103,80,97,14,140
562,yamask,ghost,,38,30,85,55,65,30,5,15
563,cofagrigus,ghost,,58,50,145,95,105,30,17,765
564,tirtouga,water,rock,54,78,103,53,45,22,7,165
565,carracosta,water,rock,74,108,133,83,65,32,12,810
566,archen,rock,flying,55,112,45,74,45,70,5,95
567,archeops,rock,flying,75,140,65,112,65,110,14,320
568,trubbish,poison,,50,50,62,40,62,65,6,310
569,garbodor,poison,,80,95,82,60,82,75,19,1073
570,zorua,dark,,40,65,40,80,40,65,7,125
571,zoroark,dark,,60,105,60,120,60,105,16,811
572,minccino,normal,,55,50,40,40,40,75,4,58
573,cinccino,normal,,75,95,60,65,60,115,5,75
574,gothita,psychic,,45,30,50,55,65,45,4,58
575,gothorita,psychic,,60,45,70,75,85,55,7,180
576,gothitelle,psychic,,70,55,95,95,110,65,15,440
577,solosis,psychic,,45,30,40,105,50,20,3,10
578,duosion,psychic,,65,40,50,125,60,30,6,80
579,reuniclus,psychic,,110,65,75,125,85,30,10,201
580,ducklett,water,flying,62,44,50,44,50,55,5,55
581,swanna,water,flying,75,87,63,87,63,98,13,242
582,vanillite,ice,,36,50,50,65,60,44,4,57
583,vanillish,ice,,51,65,65,80,75,59,11,410
584,vanilluxe,ice,,71,95,85,110,95,79,13,575
585,deerling,normal,grass,60,60,50,40,50,75,6,195
586,sawsbuck,normal,grass,80,100,70,60,70,95,19,925
587,emolga,electric,flying,55,75,60,75,60,103,4,50
588,karrablast,bug,,50,75,45,40,45,60,5,59
589,escavalier,bug,steel,70,135,105,60,105,20,10,330
590,foongus,grass,poison,69,55,45,55,55,15,2,10
591,amoonguss,grass,poison,114,85,70,85,80,30,6,105
592,frillish,water,ghost,55,40,50,65,85,40,12,330
593,jellicent,water,ghost,100,60,70,85,105,60,22,1350
594,alomomola,water,,165,75,80,40,45,65,12,316
595,joltik,bug,electric,50,47,50,57,50,65,1,6
596,galvantula,bug,electric,70,77,60,97,60,108,8,143
597,ferroseed,grass,steel,44,50,91,24,86,10,6,188
598,ferrothorn,grass,steel,74,94,131,54,116,20,10,1100
599,klink,steel,,40,55,70,45,60,30,3,210
600,klang,steel,,60,80,95,70,85,50,6,510
601,klinklang,steel,,60,100,115,70,85,90,6,810
602,tynamo,electric,,35,55,40,45,40,60,2,3
603,eelektrik,electric,,65,85,70,75,70,40,12,220
604,eelektross,electric,,85,115,80,105,80,50,21,805
605,elgyem,psychic,,55,55,55,85,55,30,5,90
606,beheeyem,psychic,,75,75,75,125,95,40,10,345
607,litwick,ghost,fire,50,30,55,65,55,20,3,31
608,lampent,ghost,fire,60,40,60,95,60,55,6,130
609,chandelure,ghost,fire,60,55,90,145,90,80,10,343
610,axew,dragon,,46,87,60,30,40,57,6,180
611,fraxure,dragon,,66,117,70,40,50,67,10,360
612,haxorus,dragon,,76,147,90,60,70,97,18,1055
613,cubchoo,ice,,55,70,40,60,40,40,5,85
614,beartic,ice,,95,110,80,70,80,50,26,2600
615,cryogonal,ice,,70,50,30,95,135,105,11,1480
616,shelmet,bug,,50,40,85,40,65,25,4,77
617,accelgor,bug,,80,70,40,100,60,145,8,253
618,stunfisk,ground,electric,109,66,84,81,99,32,7,110
619,mienfoo,fighting,,45,85,50,55,50,65,9,200
620,mienshao,fighting,,65,125,60,95,60,105,14,355
621,druddigon,dragon,,77,120,90,60,90,48,16,1390
622,golett,ground,ghost,59,74,50,35,50,35,10,920
623,golurk,ground,ghost,89,124,80,55,80,55,28,3300
624,pawniard,dark,steel,45,85,70,40,40,60,5,102
625,bisharp,dark,steel,65,125,100,60,70,70,16,700
626,bouffalant,normal,,95,110,95,40,95,55,16,946
627,rufflet,normal,flying,70,83,50,37,50,60,5,105
628,braviary,normal,flying,100,123,75,57,75,80,15,410
629,vullaby,dark,flying,70,55,75,45,65,60,5,90
630,mandibuzz,dark,flying,110,65,105,55,95,80,12,395
631,heatmor,fire,,85,97,66,105,66,65,14,580
632,durant,bug,steel,58,109,112,48,48,109,3,330
633,deino,dark,dragon,52,65,50,45,50,38,8,173
634,zweilous,dark,dragon,72,85,70,65,70,58,14,500
635,hydreigon,dark,dragon,92,105,90,125,90,98,18,1600
636,larvesta,bug,fire,55,85,55,50,55,60,11,288
637,volcarona,bug,fire,85,60,65,135,105,100,16,460
638,cobalion,steel,fighting,91,90,129,90,72,108,21,2500
639,terrakion,rock,fighting,91,129,90,72,90,108,19,2600
640,virizion,grass,fighting,91,90,72,90,129,108,20,2000
641,tornadus,flying,,79,115,70,125,80,111,15,630
642,thundurus,electric,flying,79,115,70,125,80,111,15,610
643,reshiram,dragon,fire,100,120,100,150,120,90,32,3300
644,zekrom,dragon,electric,100,150,120,120,100,90,29,3450
645,landorus,ground,flying,89,125,90,115,80,101,15,680
646,kyurem,dragon,ice,125,130,90,130,90,95,30,3250
647,keldeo,water,fighting,91,72,90,129,90,108,14,485
648,meloetta,normal,psychic,100,77,77,128,128,90,6,65
649,genesect,bug,steel,71,120,95,120,95,99,15,825
650,chespin,grass,,56,61,65,48,45,38,4,90
651,quilladin,grass,,61,78,95,56,58,57,7,290
652,chesnaught,grass,fighting,88,107,122,74,75,64,16,900
653,fennekin,fire,,40,45,40,62,60,60,4,94
654,braixen,fire,,59,59,58,90,70,73,10,145
655,delphox,fire,psychic,75,69,72,114,100,104,15,390
656,froakie,water,,41,56,40,62,44,71,3,70
657,frogadier,water,,54,63,52,83,56,97,6,109
658,greninja,water,dark,72,95,67,103,71,122,15,400
659,bunnelby,normal,,38,36,38,32,36,57,4,50
660,diggersby,normal,ground,85,56,77,50,77,78,10,424
661,fletchling,normal,flying,45,50,43,40,38,62,3,17
662,fletchinder,fire,flying,62,73,55,56,52,84,7,160
663,talonflame,fire,flying,78,81,71,74,69,126,12,245
664,scatterbug,bug,,38,35,40,27,25,35,3,25
665,spewpa,bug,,45,22,60,27,30,29,3,84
666,vivillon,bug,flying,80,52,50,90,50,89,12,170
667,litleo,fire,normal,62,50,58,73,54,72,6,135
668,pyroar,fire,normal,86,68,72,109,66,106,15,815
669,flabebe,fairy,,44,38,39,61,79,42,1,1
670,floette,fairy,,54,45,47,75,98,52,2,9
671,florges,fairy,,78,65,68,112,154,75,11,100
672,skiddo,grass,,66,65,48,62,57,52,9,310
673,gogoat,grass,,123,100,62,97,81,68,17,910
674,pancham,fighting,,67,82,62,46,48,43,6,80
675,pangoro,fighting,dark,95,124,78,69,71,58,21,1360
676,furfrou,normal,,75,80,60,65,90,102,12,280
677,espurr,psychic,,62,48,54,63,60,68,3,35
678,meowstic,psychic,,74,48,76,83,81,104,6,85
679,honedge,steel,ghost,45,80,100,35,37,28,8,20
680,doublade,steel,ghost,59,110,150,45,49,35,8,45
681,aegislash,steel,ghost,60,50,150,50,150,60,17,530
682,spritzee,fairy,,78,52,60,63,65,23,2,5
683,aromatisse,fairy,,101,72,72,99,89,29,8,155
684,swirlix,fairy,,62,48,66,59,57,49,4,35
685,slurpuff,fairy,,82,80,86,85,75,72,8,50
686,inkay,dark,psychic,53,54,53,37,46,45,4,35
687,malamar,dark,psychic,86,92,88,68,75,73,15,470
688,binacle,rock,water,42,52,67,39,56,50,5,310
689,barbaracle,rock,water,72,105,115,54,86,68,13,960
690,skrelp,poison,water,50,60,60,60,60,30,5,73
691,dragalge,poison,dragon,65,75,90,97,123,44,18,815
692,clauncher,water,,50,53,62,58,63,44,5,83
693,clawitzer,water,,71,73,88,120,89,59,13,353
694,helioptile,electric,normal,44,38,33,61,43,70,5,60
695,heliolisk,electric,normal,62,55,52,109,94,109,10,210
696,tyrunt,rock,dragon,58,89,77,45,45,48,8,260
697,tyrantrum,rock,dragon,82,121,119,69,59,71,25,2700
698,amaura,rock,ice,77,59,50,67,63,46,13,252
699,aurorus,rock,ice,123,77,72,99,92,58,27,2250
700,sylveon,fairy,,95,65,65,110,130,60,10,235
701,hawlucha,fighting,flying,78,92,75,74,63,118,8,215
702,dedenne,electric,fairy,67,58,57,81,67,101,2,22
703,carbink,rock,fairy,50,50,150,50,150,50,3,57
704,goomy,dragon,,45,50,35,55,75,40,3,28
705,sliggoo,dragon,,68,75,53,83,113,60,8,175
706,goodra,dragon,,90,100,70,110,150,80,20,1505
707,klefki,steel,fairy,57,80,91,80,87,75,2,30
708,phantump,ghost,grass,43,70,48,50,60,38,4,70
709,trevenant,ghost,grass,85,110,76,65,82,56,15,710
710,pumpkaboo,ghost,grass,49,66,70,44,55,51,4,50
711,gourgeist,ghost,grass,65,90,122,58,75,84,9,125
712,bergmite,ice,,55,69,85,32,35,28,10,995
713,avalugg,ice,,95,117,184,44,46,28,20,5050
714,noibat,flying,dragon,40,30,35,45,40,55,5,80
715,noivern,flying,dragon,85,70,80,97,80,123,15,850
716,xerneas,fairy,,126,131,95,131,98,99,30,2150
717,yveltal,dark,flying,126,131,95,131,98,99,58,2030
718,zygarde,dragon,ground,108,100,121,81,95,95,50,3050
719,diancie,rock,fairy,50,100,150,100,150,50,7,88
720,hoopa,psychic,ghost,80,110,60,150,130,70,5,90
721,volcanion,fire,water,80,110,120,130,90,70,17,1950
